,date time,Free,month,day,hour,minu,weekday
289,2011-12-01 00:15:00,1,12,1,0,15,3
290,2011-12-01 00:30:00,1,12,1,0,30,3
291,2011-12-01 00:45:00,1,12,1,0,45,3
292,2011-12-01 01:00:00,1,12,1,1,0,3
293,2011-12-01 01:15:00,1,12,1,1,15,3
294,2011-12-01 01:30:00,1,12,1,1,30,3
295,2011-12-01 01:45:00,0,12,1,1,45,3
296,2011-12-01 02:00:00,0,12,1,2,0,3
297,2011-12-01 02:15:00,0,12,1,2,15,3
298,2011-12-01 02:30:00,0,12,1,2,30,3
299,2011-12-01 02:45:00,0,12,1,2,45,3
300,2011-12-01 03:00:00,0,12,1,3,0,3
301,2011-12-01 03:15:00,0,12,1,3,15,3
302,2011-12-01 03:30:00,0,12,1,3,30,3
303,2011-12-01 03:45:00,0,12,1,3,45,3
304,2011-12-01 04:00:00,0,12,1,4,0,3
305,2011-12-01 04:15:00,0,12,1,4,15,3
306,2011-12-01 04:30:00,0,12,1,4,30,3
307,2011-12-01 04:45:00,0,12,1,4,45,3
308,2011-12-01 05:00:00,0,12,1,5,0,3
309,2011-12-01 05:15:00,0,12,1,5,15,3
310,2011-12-01 05:30:00,0,12,1,5,30,3
311,2011-12-01 05:45:00,0,12,1,5,45,3
312,2011-12-01 06:00:00,0,12,1,6,0,3
313,2011-12-01 06:15:00,0,12,1,6,15,3
314,2011-12-01 06:30:00,0,12,1,6,30,3
315,2011-12-01 06:45:00,0,12,1,6,45,3
316,2011-12-01 07:00:00,0,12,1,7,0,3
317,2011-12-01 07:15:00,0,12,1,7,15,3
318,2011-12-01 07:30:00,0,12,1,7,30,3
319,2011-12-01 07:45:00,0,12,1,7,45,3
320,2011-12-01 08:00:00,0,12,1,8,0,3
321,2011-12-01 08:15:00,0,12,1,8,15,3
322,2011-12-01 08:30:00,0,12,1,8,30,3
323,2011-12-01 08:45:00,0,12,1,8,45,3
324,2011-12-01 09:00:00,0,12,1,9,0,3
325,2011-12-01 09:15:00,0,12,1,9,15,3
326,2011-12-01 09:30:00,0,12,1,9,30,3
327,2011-12-01 09:45:00,0,12,1,9,45,3
328,2011-12-01 10:00:00,0,12,1,10,0,3
329,2011-12-01 10:15:00,0,12,1,10,15,3
330,2011-12-01 10:30:00,0,12,1,10,30,3
331,2011-12-01 10:45:00,0,12,1,10,45,3
332,2011-12-01 11:00:00,0,12,1,11,0,3
333,2011-12-01 11:15:00,0,12,1,11,15,3
334,2011-12-01 11:30:00,1,12,1,11,30,3
335,2011-12-01 11:45:00,1,12,1,11,45,3
336,2011-12-01 12:00:00,1,12,1,12,0,3
337,2011-12-01 12:15:00,1,12,1,12,15,3
338,2011-12-01 12:30:00,1,12,1,12,30,3
339,2011-12-01 12:45:00,1,12,1,12,45,3
340,2011-12-01 13:00:00,1,12,1,13,0,3
341,2011-12-01 13:15:00,1,12,1,13,15,3
342,2011-12-01 13:30:00,1,12,1,13,30,3
343,2011-12-01 13:45:00,1,12,1,13,45,3
344,2011-12-01 14:00:00,1,12,1,14,0,3
345,2011-12-01 14:15:00,1,12,1,14,15,3
346,2011-12-01 14:30:00,0,12,1,14,30,3
347,2011-12-01 14:45:00,0,12,1,14,45,3
348,2011-12-01 15:00:00,1,12,1,15,0,3
349,2011-12-01 15:15:00,1,12,1,15,15,3
350,2011-12-01 15:30:00,1,12,1,15,30,3
351,2011-12-01 15:45:00,1,12,1,15,45,3
352,2011-12-01 16:00:00,1,12,1,16,0,3
353,2011-12-01 16:15:00,1,12,1,16,15,3
354,2011-12-01 16:30:00,1,12,1,16,30,3
355,2011-12-01 16:45:00,1,12,1,16,45,3
356,2011-12-01 17:00:00,0,12,1,17,0,3
357,2011-12-01 17:15:00,0,12,1,17,15,3
358,2011-12-01 17:30:00,0,12,1,17,30,3
359,2011-12-01 17:45:00,0,12,1,17,45,3
360,2011-12-01 18:00:00,0,12,1,18,0,3
361,2011-12-01 18:15:00,0,12,1,18,15,3
362,2011-12-01 18:30:00,0,12,1,18,30,3
363,2011-12-01 18:45:00,1,12,1,18,45,3
364,2011-12-01 19:00:00,1,12,1,19,0,3
365,2011-12-01 19:15:00,0,12,1,19,15,3
366,2011-12-01 19:30:00,1,12,1,19,30,3
367,2011-12-01 19:45:00,1,12,1,19,45,3
368,2011-12-01 20:00:00,1,12,1,20,0,3
369,2011-12-01 20:15:00,1,12,1,20,15,3
370,2011-12-01 20:30:00,1,12,1,20,30,3
371,2011-12-01 20:45:00,1,12,1,20,45,3
372,2011-12-01 21:00:00,1,12,1,21,0,3
373,2011-12-01 21:15:00,1,12,1,21,15,3
374,2011-12-01 21:30:00,1,12,1,21,30,3
375,2011-12-01 21:45:00,1,12,1,21,45,3
376,2011-12-01 22:00:00,1,12,1,22,0,3
377,2011-12-01 22:15:00,1,12,1,22,15,3
378,2011-12-01 22:30:00,1,12,1,22,30,3
379,2011-12-01 22:45:00,1,12,1,22,45,3
380,2011-12-01 23:00:00,1,12,1,23,0,3
381,2011-12-01 23:15:00,1,12,1,23,15,3
382,2011-12-01 23:30:00,1,12,1,23,30,3
383,2011-12-01 23:45:00,1,12,1,23,45,3
384,2011-12-02 00:00:00,1,12,2,0,0,4
385,2011-12-02 00:15:00,1,12,2,0,15,4
386,2011-12-02 00:30:00,1,12,2,0,30,4
387,2011-12-02 00:45:00,1,12,2,0,45,4
388,2011-12-02 01:00:00,1,12,2,1,0,4
389,2011-12-02 01:15:00,1,12,2,1,15,4
390,2011-12-02 01:30:00,1,12,2,1,30,4
391,2011-12-02 01:45:00,1,12,2,1,45,4
392,2011-12-02 02:00:00,1,12,2,2,0,4
393,2011-12-02 02:15:00,0,12,2,2,15,4
394,2011-12-02 02:30:00,0,12,2,2,30,4
395,2011-12-02 02:45:00,0,12,2,2,45,4
396,2011-12-02 03:00:00,0,12,2,3,0,4
397,2011-12-02 03:15:00,0,12,2,3,15,4
398,2011-12-02 03:30:00,0,12,2,3,30,4
399,2011-12-02 03:45:00,0,12,2,3,45,4
400,2011-12-02 04:00:00,0,12,2,4,0,4
401,2011-12-02 04:15:00,0,12,2,4,15,4
402,2011-12-02 04:30:00,0,12,2,4,30,4
403,2011-12-02 04:45:00,0,12,2,4,45,4
404,2011-12-02 05:00:00,0,12,2,5,0,4
405,2011-12-02 05:15:00,0,12,2,5,15,4
406,2011-12-02 05:30:00,0,12,2,5,30,4
407,2011-12-02 05:45:00,0,12,2,5,45,4
408,2011-12-02 06:00:00,0,12,2,6,0,4
409,2011-12-02 06:15:00,0,12,2,6,15,4
410,2011-12-02 06:30:00,0,12,2,6,30,4
411,2011-12-02 06:45:00,0,12,2,6,45,4
412,2011-12-02 07:00:00,0,12,2,7,0,4
413,2011-12-02 07:15:00,0,12,2,7,15,4
414,2011-12-02 07:30:00,0,12,2,7,30,4
415,2011-12-02 07:45:00,0,12,2,7,45,4
416,2011-12-02 08:00:00,0,12,2,8,0,4
417,2011-12-02 08:15:00,0,12,2,8,15,4
418,2011-12-02 08:30:00,0,12,2,8,30,4
419,2011-12-02 08:45:00,0,12,2,8,45,4
420,2011-12-02 09:00:00,0,12,2,9,0,4
421,2011-12-02 09:15:00,0,12,2,9,15,4
422,2011-12-02 09:30:00,0,12,2,9,30,4
423,2011-12-02 09:45:00,0,12,2,9,45,4
424,2011-12-02 10:00:00,0,12,2,10,0,4
425,2011-12-02 10:15:00,0,12,2,10,15,4
426,2011-12-02 10:30:00,0,12,2,10,30,4
427,2011-12-02 10:45:00,0,12,2,10,45,4
428,2011-12-02 11:00:00,0,12,2,11,0,4
429,2011-12-02 11:15:00,0,12,2,11,15,4
430,2011-12-02 11:30:00,0,12,2,11,30,4
431,2011-12-02 11:45:00,0,12,2,11,45,4
432,2011-12-02 12:00:00,0,12,2,12,0,4
433,2011-12-02 12:15:00,0,12,2,12,15,4
434,2011-12-02 12:30:00,1,12,2,12,30,4
435,2011-12-02 12:45:00,1,12,2,12,45,4
436,2011-12-02 13:00:00,1,12,2,13,0,4
437,2011-12-02 13:15:00,1,12,2,13,15,4
438,2011-12-02 13:30:00,1,12,2,13,30,4
439,2011-12-02 13:45:00,1,12,2,13,45,4
440,2011-12-02 14:00:00,1,12,2,14,0,4
441,2011-12-02 14:15:00,1,12,2,14,15,4
442,2011-12-02 14:30:00,1,12,2,14,30,4
443,2011-12-02 14:45:00,1,12,2,14,45,4
444,2011-12-02 15:00:00,0,12,2,15,0,4
445,2011-12-02 15:15:00,1,12,2,15,15,4
446,2011-12-02 15:30:00,1,12,2,15,30,4
447,2011-12-02 15:45:00,1,12,2,15,45,4
448,2011-12-02 16:00:00,1,12,2,16,0,4
449,2011-12-02 16:15:00,1,12,2,16,15,4
450,2011-12-02 16:30:00,1,12,2,16,30,4
451,2011-12-02 16:45:00,1,12,2,16,45,4
452,2011-12-02 17:00:00,1,12,2,17,0,4
453,2011-12-02 17:15:00,1,12,2,17,15,4
454,2011-12-02 17:30:00,1,12,2,17,30,4
455,2011-12-02 17:45:00,1,12,2,17,45,4
456,2011-12-02 18:00:00,1,12,2,18,0,4
457,2011-12-02 18:15:00,1,12,2,18,15,4
458,2011-12-02 18:30:00,1,12,2,18,30,4
459,2011-12-02 18:45:00,1,12,2,18,45,4
460,2011-12-02 19:00:00,1,12,2,19,0,4
461,2011-12-02 19:15:00,1,12,2,19,15,4
462,2011-12-02 19:30:00,1,12,2,19,30,4
463,2011-12-02 19:45:00,1,12,2,19,45,4
464,2011-12-02 20:00:00,1,12,2,20,0,4
465,2011-12-02 20:15:00,1,12,2,20,15,4
466,2011-12-02 20:30:00,1,12,2,20,30,4
467,2011-12-02 20:45:00,1,12,2,20,45,4
468,2011-12-02 21:00:00,1,12,2,21,0,4
469,2011-12-02 21:15:00,1,12,2,21,15,4
470,2011-12-02 21:30:00,0,12,2,21,30,4
471,2011-12-02 21:45:00,1,12,2,21,45,4
472,2011-12-02 22:00:00,1,12,2,22,0,4
473,2011-12-02 22:15:00,1,12,2,22,15,4
474,2011-12-02 22:30:00,1,12,2,22,30,4
475,2011-12-02 22:45:00,1,12,2,22,45,4
476,2011-12-02 23:00:00,1,12,2,23,0,4
477,2011-12-02 23:15:00,1,12,2,23,15,4
478,2011-12-02 23:30:00,1,12,2,23,30,4
479,2011-12-02 23:45:00,1,12,2,23,45,4
480,2011-12-03 00:00:00,1,12,3,0,0,5
481,2011-12-03 00:15:00,1,12,3,0,15,5
482,2011-12-03 00:30:00,1,12,3,0,30,5
483,2011-12-03 00:45:00,1,12,3,0,45,5
484,2011-12-03 01:00:00,1,12,3,1,0,5
485,2011-12-03 01:15:00,1,12,3,1,15,5
486,2011-12-03 01:30:00,1,12,3,1,30,5
487,2011-12-03 01:45:00,0,12,3,1,45,5
488,2011-12-03 02:00:00,0,12,3,2,0,5
489,2011-12-03 02:15:00,0,12,3,2,15,5
490,2011-12-03 02:30:00,0,12,3,2,30,5
491,2011-12-03 02:45:00,0,12,3,2,45,5
492,2011-12-03 03:00:00,0,12,3,3,0,5
493,2011-12-03 03:15:00,0,12,3,3,15,5
494,2011-12-03 03:30:00,0,12,3,3,30,5
495,2011-12-03 03:45:00,0,12,3,3,45,5
496,2011-12-03 04:00:00,0,12,3,4,0,5
497,2011-12-03 04:15:00,0,12,3,4,15,5
498,2011-12-03 04:30:00,0,12,3,4,30,5
499,2011-12-03 04:45:00,0,12,3,4,45,5
500,2011-12-03 05:00:00,0,12,3,5,0,5
501,2011-12-03 05:15:00,0,12,3,5,15,5
502,2011-12-03 05:30:00,0,12,3,5,30,5
503,2011-12-03 05:45:00,0,12,3,5,45,5
504,2011-12-03 06:00:00,0,12,3,6,0,5
505,2011-12-03 06:15:00,0,12,3,6,15,5
506,2011-12-03 06:30:00,0,12,3,6,30,5
507,2011-12-03 06:45:00,0,12,3,6,45,5
508,2011-12-03 07:00:00,0,12,3,7,0,5
509,2011-12-03 07:15:00,0,12,3,7,15,5
510,2011-12-03 07:30:00,0,12,3,7,30,5
511,2011-12-03 07:45:00,0,12,3,7,45,5
512,2011-12-03 08:00:00,0,12,3,8,0,5
513,2011-12-03 08:15:00,0,12,3,8,15,5
514,2011-12-03 08:30:00,0,12,3,8,30,5
515,2011-12-03 08:45:00,0,12,3,8,45,5
